"","rid","race","latino","age","vote04","tvnews","newspaper","internet","approval","bush.th","obama.th","mccain.th","partyid","income"
"2002",2003,1,2,48,1,7,0,NA,0,0,85,0,1,NA
"2003",2004,1,2,38,1,NA,NA,0,1,70,50,70,2,NA
"2004",2005,1,2,25,1,1,0,NA,0,0,85,0,3,NA
"2005",2006,1,1,36,0,NA,NA,7,1,85,0,85,2,NA
"2007",2008,1,1,50,0,NA,NA,1,1,85,85,60,5,16
"2009",2010,1,2,67,1,NA,NA,0,1,85,15,85,2,19
"2010",2011,1,2,81,1,7,4,NA,1,60,50,60,2,NA
"2011",2012,1,1,19,0,NA,NA,7,1,40,60,40,3,NA
"2012",2013,1,2,65,1,NA,NA,0,1,70,15,85,5,NA
"2013",2014,1,2,44,1,NA,NA,1,1,60,30,60,2,20
"2014",2015,1,2,57,1,NA,NA,0,1,70,50,85,2,NA
"2015",2016,1,1,33,1,NA,NA,7,0,0,70,0,1,NA
"2016",2017,1,1,60,1,NA,NA,0,0,40,50,70,1,13
"2017",2018,1,1,43,0,7,3,NA,0,15,85,40,1,NA
"2020",2021,1,1,79,0,7,7,NA,0,50,85,40,1,11
"2021",2022,1,1,44,0,NA,NA,0,1,100,85,60,1,25
"2024",2025,1,1,40,1,0,1,NA,0,30,40,40,1,14
"2027",2028,1,1,62,0,NA,NA,0,0,15,50,50,5,NA
"2028",2029,1,1,34,NA,NA,NA,1,0,0,70,50,1,NA
"2029",2030,1,2,22,1,NA,NA,5,1,100,60,100,5,NA
"2031",2032,1,1,67,0,NA,NA,0,0,70,85,70,1,NA
"2032",2033,1,2,90,1,0,7,NA,0,0,70,60,3,12
"2033",2034,1,1,37,0,4,3,NA,0,0,70,15,2,19
"2035",2036,1,1,27,0,NA,NA,1,0,0,60,30,1,18
"2036",2037,1,1,42,1,NA,NA,7,0,70,50,50,2,13
"2039",2040,1,1,35,1,4,4,NA,0,30,30,70,1,24
"2040",2041,1,1,19,0,5,1,NA,0,15,85,15,3,21
"2041",2042,1,1,33,1,2,0,NA,0,30,50,60,3,18
"2042",2043,1,1,49,0,NA,NA,0,0,0,70,60,1,11
"2043",2044,1,1,34,1,NA,NA,7,0,0,100,0,1,18
"2044",2045,1,1,47,0,0,0,NA,0,15,100,60,3,NA
"2047",2048,1,1,31,1,NA,NA,0,0,70,100,70,1,20
"2048",2049,1,2,90,1,7,7,NA,0,0,100,50,1,NA
"2050",2051,1,1,57,0,NA,NA,0,0,50,10,60,3,NA
"2051",2052,1,2,68,1,1,0,NA,1,50,0,50,1,NA
"2052",2053,1,2,79,1,5,7,NA,0,50,0,100,3,NA
"2053",2054,1,1,45,1,NA,NA,0,0,40,60,50,3,15
"2054",2055,1,2,57,1,0,2,NA,0,0,30,50,3,17
"2055",2056,1,1,19,0,3,2,NA,0,30,50,50,3,20
"2056",2057,1,2,47,NA,NA,NA,0,1,100,60,85,2,16
"2058",2059,1,2,66,1,NA,NA,0,0,15,15,70,2,21
"2067",2068,1,1,54,1,NA,NA,0,0,60,85,60,1,12
"2074",2075,1,2,79,1,7,7,NA,1,50,50,50,1,12
"2075",2076,1,2,47,1,NA,NA,7,0,0,85,60,3,23
"2076",2077,1,1,40,0,NA,NA,3,0,60,85,60,1,NA
"2077",2078,1,1,35,0,NA,NA,1,0,40,50,40,1,NA
"2078",2079,1,1,33,1,7,1,NA,0,40,50,30,1,19
"2079",2080,1,2,50,0,NA,NA,3,0,0,85,40,5,25
"2081",2082,1,1,29,0,0,2,NA,1,70,85,50,2,13
"2083",2084,1,2,47,1,7,7,NA,0,60,50,85,2,NA
"2084",2085,1,1,40,0,5,3,NA,0,70,100,60,5,18
"2085",2086,1,1,35,1,NA,NA,7,0,70,85,70,2,18
"2086",2087,1,1,51,1,5,4,NA,0,60,60,70,5,16
"2087",2088,1,1,61,0,6,0,NA,0,15,70,15,1,16
"2089",2090,1,1,37,0,NA,NA,3,0,30,70,50,5,16
"2093",2094,1,1,51,0,7,0,NA,1,100,100,85,5,10
"2094",2095,1,1,21,0,NA,NA,3,1,60,50,60,5,15
"2095",2096,1,1,53,1,NA,NA,0,0,0,30,85,5,13
"2097",2098,1,1,26,0,NA,NA,4,1,0,70,30,5,NA
"2098",2099,1,1,43,1,NA,NA,0,1,70,50,70,2,15
"2099",2100,1,1,38,0,NA,NA,0,0,70,85,100,3,NA
"2101",2102,1,1,33,0,NA,NA,3,1,70,60,40,1,11
"2103",2104,1,1,27,0,NA,NA,0,0,15,70,50,3,NA
"2105",2106,1,1,61,0,NA,NA,0,0,40,60,50,1,12
"2107",2108,1,1,35,0,NA,NA,7,1,70,85,60,1,13
"2108",2109,1,1,51,0,NA,NA,0,0,40,70,50,3,8
"2110",2111,1,1,42,1,5,0,NA,0,40,60,60,1,NA
"2112",2113,1,1,62,0,NA,NA,2,0,0,100,30,1,13
"2113",2114,1,1,51,1,NA,NA,0,1,40,100,60,2,NA
"2114",2115,1,1,36,0,4,4,NA,0,60,70,60,1,11
"2115",2116,1,1,69,0,NA,NA,0,1,85,60,70,3,7
"2116",2117,1,1,34,0,NA,NA,0,0,15,85,50,3,10
"2118",2119,1,1,46,NA,NA,NA,0,0,40,70,15,1,7
"2119",2120,1,1,30,0,0,0,NA,0,60,70,60,3,13
"2120",2121,1,1,52,0,NA,NA,0,0,0,50,50,3,NA
"2121",2122,1,1,33,1,3,0,NA,0,60,70,60,1,16
"2122",2123,1,1,37,0,NA,NA,0,0,60,85,50,3,19
"2123",2124,1,1,58,1,2,1,NA,0,40,60,40,1,NA
"2124",2125,1,1,36,1,4,2,NA,1,100,100,70,3,NA
"2125",2126,1,2,52,0,2,0,NA,1,60,70,40,1,14
"2126",2127,1,1,30,0,7,0,NA,0,15,85,15,1,10
"2127",2128,1,1,51,NA,NA,NA,0,0,85,70,60,1,16
"2128",2129,1,1,25,0,NA,NA,0,0,15,85,30,1,NA
"2129",2130,1,1,27,0,2,2,NA,0,50,60,40,3,20
"2132",2133,1,1,46,0,3,5,NA,0,30,100,70,3,6
"2133",2134,1,1,51,1,5,0,NA,0,0,70,30,1,16
"2135",2136,1,1,53,1,7,0,NA,1,100,0,0,NA,25
"2136",2137,1,1,74,1,NA,NA,0,0,40,100,15,1,NA
"2137",2138,1,1,44,0,NA,NA,0,1,85,70,70,5,10
"2139",2140,1,1,35,1,7,1,NA,1,70,15,30,2,5
"2140",2141,1,1,43,1,NA,NA,0,0,40,50,40,1,2
"2141",2142,1,1,61,1,NA,NA,0,NA,60,50,60,1,NA
"2143",2144,1,1,62,1,0,0,NA,0,35,55,45,1,NA
"2144",2145,1,1,24,0,NA,NA,7,0,0,60,60,1,17
"2145",2146,1,1,41,0,1,7,NA,0,15,100,0,3,6
"2146",2147,1,1,72,1,7,2,NA,0,30,50,100,2,22
"2147",2148,1,1,17,0,2,2,NA,0,50,60,60,NA,NA
"2148",2149,1,1,18,0,NA,NA,0,0,30,85,60,1,NA
"2149",2150,1,1,35,0,NA,NA,0,1,100,70,70,2,NA
"2150",2151,1,1,65,1,NA,NA,0,0,40,60,40,1,17
"2151",2152,1,1,22,0,NA,NA,0,0,40,50,50,NA,17
"2152",2153,1,1,36,1,0,0,NA,0,70,85,70,1,21
"2155",2156,1,1,68,1,4,1,NA,1,70,85,60,1,6
"2156",2157,1,1,42,0,0,0,NA,0,50,85,70,3,17
"2157",2158,1,1,40,1,NA,NA,0,0,0,100,50,1,19
"2158",2159,1,1,18,0,NA,NA,0,0,30,40,50,3,NA
"2159",2160,1,1,39,1,NA,NA,0,1,70,NA,NA,5,7
"2160",2161,1,1,55,1,NA,NA,0,0,15,85,40,1,4
"2161",2162,1,1,82,1,7,2,NA,1,100,100,NA,1,NA
"2162",2163,1,1,36,0,NA,NA,0,0,0,0,100,5,NA
"2163",2164,1,1,69,1,7,0,NA,0,NA,40,70,5,1
"2164",2165,1,1,67,1,NA,NA,0,1,60,85,85,5,4
"2166",2167,1,1,22,0,7,0,NA,0,50,50,85,5,12
"2167",2168,1,1,37,0,NA,NA,1,0,0,70,50,5,12
"2169",2170,1,2,66,1,7,7,NA,0,15,50,50,1,19
"2172",2173,1,2,29,0,NA,NA,0,0,15,70,40,1,NA
"2173",2174,1,2,26,1,0,0,NA,0,0,85,15,3,13
"2174",2175,1,2,45,1,3,0,NA,0,0,85,30,1,20
"2175",2176,1,2,61,0,NA,NA,0,0,30,60,50,3,12
"2177",2178,1,2,33,0,0,0,NA,0,0,85,40,1,NA
"2178",2179,1,2,37,1,5,0,NA,1,85,30,60,2,22
"2179",2180,1,2,37,1,NA,NA,7,0,0,85,30,1,15
"2180",2181,1,1,52,1,NA,NA,1,0,0,70,30,1,15
"2181",2182,1,2,59,1,NA,NA,0,0,70,60,85,2,22
"2182",2183,1,2,47,1,NA,NA,0,0,15,70,15,1,19
"2183",2184,1,2,70,1,5,0,NA,1,60,50,60,2,13
"2185",2186,1,1,25,0,NA,NA,4,0,50,100,60,1,18
"2193",2194,1,2,60,0,NA,NA,0,0,0,70,50,3,NA
"2195",2196,1,2,77,1,3,0,NA,0,70,50,60,3,NA
"2197",2198,1,2,46,1,0,7,NA,0,15,100,30,1,NA
"2198",2199,1,2,22,1,NA,NA,7,1,85,60,70,2,NA
"2199",2200,1,1,21,0,2,3,NA,0,15,85,30,1,NA
"2200",2201,1,2,26,1,NA,NA,1,0,0,100,0,1,NA
"2201",2202,1,2,48,1,NA,NA,6,0,15,85,30,1,13
"2202",2203,1,2,24,1,NA,NA,6,0,30,70,30,1,8
"2203",2204,1,2,27,1,0,0,NA,0,0,70,15,3,NA
"2204",2205,1,2,64,1,NA,NA,2,0,0,85,30,1,23
"2205",2206,1,2,55,1,7,3,NA,1,70,60,85,3,24
"2207",2208,1,2,32,1,NA,NA,5,0,60,40,50,3,19
"2208",2209,1,2,28,0,7,5,NA,0,60,70,60,3,19
"2209",2210,1,2,47,1,7,2,NA,0,0,70,15,1,NA
"2210",2211,1,2,52,1,7,0,NA,0,30,0,85,3,NA
"2211",2212,1,1,28,0,NA,NA,7,0,15,70,40,3,NA
"2212",2213,1,2,27,1,2,2,NA,0,0,70,40,3,18
"2213",2214,1,2,26,1,5,0,NA,0,60,50,80,3,NA
"2214",2215,1,2,30,1,0,2,NA,1,60,15,85,2,10
"2216",2217,1,2,75,1,7,7,NA,1,60,30,60,3,18
"2218",2219,1,2,40,1,2,0,NA,1,70,70,60,3,18
"2219",2220,1,2,70,0,NA,NA,0,1,60,15,70,2,20
"2220",2221,1,2,64,0,7,0,NA,0,0,85,30,1,17
"2221",2222,1,2,61,1,NA,3,NA,0,15,70,70,5,NA
"2222",2223,1,2,60,0,7,5,NA,0,50,70,70,3,NA
"2223",2224,1,2,56,1,NA,NA,0,1,60,40,70,2,18
"2224",2225,1,2,50,0,NA,NA,0,NA,85,0,70,2,25
"2225",2226,1,2,42,1,NA,NA,7,0,0,85,0,1,22
"2226",2227,1,2,50,1,3,0,NA,NA,50,0,60,3,6
"2228",2229,1,2,41,1,NA,NA,0,1,100,30,85,3,20
"2229",2230,1,2,59,1,NA,NA,0,0,15,30,0,1,NA
"2230",2231,1,2,77,1,7,7,NA,1,60,0,70,2,NA
"2231",2232,1,2,73,1,0,5,NA,0,15,30,30,2,NA
"2232",2233,1,2,54,1,0,1,NA,0,0,50,25,3,19
"2233",2234,1,2,48,NA,0,0,NA,NA,60,50,60,2,14
"2234",2235,1,1,67,1,NA,NA,0,0,0,100,40,1,15
"2235",2236,1,2,37,1,3,2,NA,NA,50,50,50,5,NA
"2236",2237,1,1,67,1,NA,NA,0,1,70,60,85,5,3
"2237",2238,1,1,22,0,NA,NA,1,1,40,70,30,1,14
"2238",2239,1,1,72,0,2,0,NA,0,50,70,0,3,NA
"2241",2242,1,2,69,1,7,0,NA,0,60,30,85,3,20
"2242",2243,1,2,51,0,5,0,NA,1,50,60,60,3,20
"2243",2244,1,2,61,1,7,0,NA,1,85,0,85,2,25
"2244",2245,1,2,58,1,NA,NA,0,0,0,100,1,1,NA
"2245",2246,1,2,47,1,4,1,NA,0,40,60,40,3,18
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247",2248,1,2,42,1,3,0,NA,0,0,30,70,2,19
"2248",2249,1,2,74,0,NA,NA,2,NA,70,30,50,1,NA
"2251",2252,1,1,46,0,NA,NA,0,1,70,85,50,5,NA
"2252",2253,1,2,89,1,NA,NA,0,0,30,40,70,2,NA
"2253",2254,1,2,57,1,NA,NA,3,0,30,60,40,3,NA
"2254",2255,1,2,22,0,NA,NA,0,0,60,60,60,3,8
"2255",2256,1,2,67,1,NA,NA,0,1,100,50,85,2,9
"2257",2258,1,2,64,0,NA,NA,0,1,40,60,30,1,7
"2258",2259,1,2,86,0,NA,NA,0,NA,NA,NA,NA,1,NA
"2259",2260,1,2,49,1,NA,NA,7,0,30,15,60,2,25
"2260",2261,1,2,43,1,NA,NA,0,0,60,70,70,2,19
"2261",2262,1,2,39,1,0,0,NA,1,85,60,85,2,NA
"2264",2265,1,2,61,1,7,7,NA,0,15,100,15,1,13
"2265",2266,1,2,50,0,NA,NA,0,0,0,0,50,2,NA
"2266",2267,1,2,35,1,NA,NA,1,1,85,0,85,3,NA
"2267",2268,1,2,26,0,NA,NA,2,NA,30,85,70,3,12
"2270",2271,1,2,59,1,0,3,NA,0,0,70,15,4,NA
"2271",2272,1,2,27,1,7,0,NA,1,85,60,70,3,NA
"2272",2273,1,2,63,1,NA,NA,7,0,0,0,0,3,25
"2273",2274,1,2,39,1,NA,NA,6,0,40,40,70,1,18
"2274",2275,1,2,53,1,NA,NA,0,0,0,40,30,1,NA
"2275",2276,1,2,39,1,NA,NA,1,1,70,15,60,2,NA
"2282",2283,1,2,45,1,NA,NA,2,0,40,60,60,2,25
"2283",2284,1,2,44,0,7,0,NA,0,15,50,15,3,NA
"2289",2290,1,2,32,1,NA,NA,2,0,15,70,15,1,NA
"2290",2291,1,2,52,1,0,4,NA,0,15,85,30,1,18
"2292",2293,1,2,23,1,7,2,NA,0,40,55,85,3,NA
"2293",2294,1,2,59,0,NA,NA,0,0,40,60,50,3,NA
"2294",2295,1,2,78,1,NA,NA,0,0,0,70,40,3,NA
"2295",2296,1,2,55,0,NA,NA,0,0,0,0,0,1,NA
"2296",2297,1,2,49,1,7,0,NA,0,30,70,60,1,20
"2297",2298,1,2,30,0,0,0,NA,0,0,70,60,3,14
"2301",2302,1,2,23,1,1,0,NA,0,15,85,15,2,NA
"2302",2303,1,2,70,1,NA,NA,0,0,0,100,40,1,NA
"2303",2304,1,2,44,1,NA,NA,0,1,70,30,70,2,17
"2304",2305,1,2,74,1,NA,NA,7,0,30,70,70,3,19
"2305",2306,1,2,80,1,NA,NA,0,0,30,70,30,1,1
"2306",2307,1,2,42,1,NA,NA,3,0,60,50,50,3,8
"2307",2308,1,2,32,0,NA,NA,0,0,0,100,0,3,16
"2308",2309,1,2,19,0,3,2,NA,1,40,70,50,3,3
"2309",2310,1,2,31,1,NA,NA,0,0,15,60,50,1,15
"2310",2311,1,2,49,1,5,6,NA,0,0,100,0,1,18
"2311",2312,1,2,68,1,7,1,NA,0,50,50,50,2,12
"2312",2313,1,2,88,1,NA,NA,0,0,30,85,50,1,NA
"2313",2314,1,2,66,1,5,0,NA,1,100,50,85,3,NA
"2314",2315,1,2,18,0,NA,NA,1,0,40,50,60,3,3
"2315",2316,1,2,69,1,NA,NA,0,NA,60,40,60,3,19
"2316",2317,1,2,55,1,NA,NA,1,0,15,70,30,1,21
"2317",2318,1,2,67,1,7,0,NA,0,30,100,30,3,12
"2318",2319,1,2,33,1,NA,NA,0,0,40,70,50,3,NA
"2319",2320,1,2,28,1,NA,NA,4,0,30,60,50,3,12
"2320",2321,1,2,39,1,NA,NA,4,0,0,85,60,1,17
"2321",2322,1,2,64,1,4,0,NA,0,30,NA,50,2,25
"2322",2323,1,2,34,0,NA,NA,0,1,30,40,NA,1,NA
