"","rid","race","latino","age","vote04","tvnews","newspaper","internet","approval","bush.th","obama.th","mccain.th","partyid","income"
"639",640,1,1,87,0,5,0,NA,1,85,40,70,2,NA
"640",641,1,2,20,0,NA,NA,5,0,0,85,20,5,10
"641",642,1,2,31,0,NA,NA,3,1,70,35,85,3,NA
"642",643,1,2,53,0,NA,NA,2,0,40,50,50,3,17
"644",645,1,2,72,1,7,7,NA,0,0,0,52,2,NA
"645",646,1,2,81,1,NA,NA,0,1,100,50,100,2,18
"646",647,1,2,87,1,7,7,NA,0,0,50,50,3,NA
"647",648,1,2,77,1,7,2,NA,0,70,0,70,2,13
"648",649,1,2,31,0,NA,NA,5,0,0,70,50,3,13
"649",650,1,2,46,0,0,2,NA,1,52,53,53,3,NA
"650",651,1,2,37,0,5,2,NA,1,75,50,60,2,13
"652",653,1,2,63,1,NA,NA,5,0,0,7,15,3,7
"653",654,1,2,65,0,1,0,NA,NA,50,50,0,3,NA
"654",655,1,2,81,1,NA,NA,0,0,10,65,85,NA,NA
"655",656,1,2,64,1,NA,NA,0,0,15,100,60,1,NA
"656",657,1,2,22,1,0,1,NA,0,0,70,50,3,15
"657",658,1,2,77,1,4,7,NA,0,30,85,30,1,14
"658",659,1,2,26,0,NA,NA,0,1,70,70,40,3,16
"659",660,1,2,63,1,1,0,NA,0,0,0,30,1,NA
"660",661,1,2,66,1,NA,NA,0,0,49,60,50,3,12
"661",662,1,2,37,1,7,1,NA,0,0,50,40,3,19
"662",663,1,2,53,1,NA,NA,4,0,15,60,30,3,NA
"663",664,1,2,71,1,NA,NA,0,0,40,85,70,3,14
"664",665,1,2,46,1,NA,NA,1,1,70,85,50,2,18
"665",666,1,2,18,0,2,2,NA,1,70,50,85,3,22
"666",667,1,2,43,1,0,0,NA,0,60,50,70,2,18
"667",668,1,2,18,0,NA,NA,2,1,70,50,85,2,16
"668",669,1,1,33,1,3,4,NA,1,85,60,85,2,18
"669",670,1,2,49,0,0,0,NA,1,75,30,60,3,20
"670",671,1,1,20,0,NA,NA,1,0,15,60,50,3,13
"671",672,1,2,66,0,NA,NA,0,0,30,50,60,4,19
"672",673,1,2,47,1,NA,NA,5,0,55,80,60,1,20
"673",674,1,2,42,1,3,3,NA,0,30,0,60,3,21
"674",675,1,2,42,1,7,0,NA,0,0,100,40,1,21
"675",676,1,2,NA,1,NA,NA,0,0,40,70,40,5,20
"676",677,1,2,75,1,1,7,NA,0,15,50,30,1,9
"677",678,1,2,70,1,3,7,NA,1,85,60,85,2,25
"678",679,1,2,65,1,NA,NA,0,1,70,10,70,2,12
"679",680,1,2,26,1,2,4,NA,0,20,88,30,3,18
"680",681,1,2,43,0,7,7,NA,1,85,50,100,2,22
"681",682,1,2,56,1,1,7,NA,0,15,70,50,3,17
"682",683,1,2,20,0,NA,NA,6,1,60,3,95,2,25
"683",684,1,2,46,1,NA,NA,5,1,85,25,85,2,25
"684",685,1,2,50,1,6,2,NA,0,70,35,55,2,25
"686",687,1,2,62,0,NA,NA,0,0,50,70,70,5,6
"687",688,1,2,31,1,2,0,NA,1,70,40,100,2,24
"688",689,1,2,60,1,NA,NA,1,1,70,50,70,2,21
"689",690,1,2,47,1,3,0,NA,1,70,50,85,3,18
"690",691,1,2,18,0,0,0,NA,0,0,70,40,2,14
"691",692,1,2,42,0,NA,NA,3,0,40,0,70,1,12
"692",693,1,2,60,1,NA,NA,7,0,70,70,70,5,18
"693",694,1,2,45,1,NA,NA,7,0,60,60,70,2,24
"694",695,1,2,37,1,0,0,NA,1,100,70,100,2,16
"695",696,1,2,46,1,7,0,NA,0,0,85,15,1,NA
"697",698,1,2,54,1,NA,NA,2,1,85,50,85,2,24
"698",699,1,2,60,1,NA,NA,0,1,70,0,70,2,NA
"700",701,1,2,77,1,7,7,NA,1,100,0,100,2,NA
"701",702,1,2,36,1,5,0,NA,0,60,70,70,3,18
"702",703,1,2,28,0,0,0,NA,1,60,50,50,5,17
"703",704,1,2,41,1,7,0,NA,1,85,40,60,2,NA
"704",705,1,2,48,1,3,0,NA,0,15,85,40,1,23
"705",706,1,2,50,1,NA,NA,7,0,0,95,0,1,NA
"723",724,1,2,69,1,7,2,NA,0,15,50,85,3,NA
"729",730,1,2,33,1,NA,NA,7,0,50,40,60,3,25
"730",731,1,2,36,0,NA,NA,0,1,40,40,40,3,12
"734",735,1,2,62,1,NA,NA,0,1,85,40,60,2,NA
"735",736,1,2,57,0,NA,NA,0,0,30,60,60,5,4
"736",737,1,2,36,0,0,0,NA,0,50,50,50,1,4
"737",738,1,2,63,1,NA,NA,0,1,100,70,85,2,14
"738",739,1,2,34,0,NA,NA,0,0,0,50,0,3,NA
"739",740,1,2,62,1,7,0,NA,1,85,30,85,3,10
"740",741,1,2,58,1,7,0,NA,1,100,50,85,3,NA
"741",742,1,2,37,1,4,1,NA,NA,60,40,50,3,14
"742",743,1,2,44,1,0,4,NA,1,70,0,70,2,13
"746",747,1,2,26,1,NA,NA,5,1,70,50,85,3,17
"747",748,1,2,52,1,3,0,NA,NA,60,15,60,2,22
"748",749,1,2,34,1,0,7,NA,0,0,70,40,3,NA
"749",750,1,1,43,1,0,7,NA,1,85,50,85,2,NA
"750",751,1,2,25,0,NA,NA,7,0,0,100,0,3,13
"751",752,1,2,65,0,2,6,NA,0,40,40,15,1,NA
"753",754,1,2,50,1,5,4,NA,1,100,0,100,2,22
"755",756,1,2,47,1,NA,NA,7,1,100,0,85,2,25
"756",757,1,2,36,0,NA,NA,0,NA,40,70,60,3,23
"758",759,1,2,45,0,NA,NA,0,NA,60,50,50,3,10
"759",760,1,2,59,1,7,7,NA,0,15,40,50,1,NA
"760",761,1,2,33,0,NA,NA,0,0,15,40,85,3,NA
"761",762,1,2,54,0,NA,NA,0,0,0,15,50,1,18
"762",763,1,2,20,0,NA,NA,1,0,60,60,60,3,16
"785",786,1,2,70,1,4,1,NA,1,70,15,85,3,NA
"794",795,1,2,81,1,NA,NA,0,0,30,30,70,3,NA
"795",796,1,2,51,NA,NA,NA,0,0,0,100,50,3,12
"797",798,1,2,49,0,NA,NA,0,0,0,50,0,1,4
"798",799,1,2,54,0,2,0,NA,0,0,100,0,1,10
"799",800,1,2,50,0,NA,NA,7,0,50,50,60,5,NA
"800",801,1,2,23,1,7,0,NA,1,85,15,85,2,NA
"801",802,1,2,57,1,2,0,NA,0,0,85,50,1,NA
"802",803,1,2,27,1,NA,NA,7,1,50,60,60,3,21
"803",804,1,2,48,1,NA,NA,0,0,30,60,60,1,3
"804",805,1,2,33,1,3,4,NA,0,15,85,15,1,18
"805",806,1,2,73,1,7,7,NA,0,0,15,100,1,10
"806",807,1,2,81,0,NA,NA,0,0,40,50,40,1,8
"807",808,1,2,27,1,NA,NA,5,1,90,0,75,2,18
"808",809,1,2,50,1,7,4,NA,0,15,85,60,1,16
"809",810,1,2,50,1,7,7,NA,0,50,40,50,3,12
"810",811,1,2,40,1,0,2,NA,0,55,75,60,3,NA
"811",812,1,2,71,1,NA,NA,0,1,70,15,100,2,NA
"812",813,1,2,51,1,4,7,NA,0,50,50,40,1,15
"813",814,1,2,23,1,4,0,NA,0,0,70,60,3,14
"814",815,1,2,60,0,NA,NA,0,0,10,80,10,1,NA
"815",816,1,2,72,0,NA,NA,0,0,0,100,30,1,NA
"816",817,1,2,75,1,7,7,NA,NA,50,50,60,3,14
"817",818,1,2,34,1,NA,NA,7,NA,40,50,60,NA,17
"818",819,1,2,40,0,NA,NA,5,0,15,0,85,2,18
"819",820,1,2,77,1,0,7,NA,0,50,0,50,1,11
"820",821,1,2,76,1,NA,NA,0,0,30,100,70,1,10
"821",822,1,2,29,1,4,5,NA,0,15,85,15,3,NA
"822",823,1,2,40,0,NA,NA,0,NA,40,60,60,3,17
"823",824,1,2,28,1,NA,NA,0,0,0,50,40,1,13
"829",830,1,2,44,0,0,0,NA,0,30,85,30,3,NA
"832",833,1,2,34,0,2,0,NA,0,50,50,50,3,NA
"833",834,1,2,23,0,1,4,NA,0,30,60,70,5,18
"836",837,1,2,38,0,NA,NA,2,0,0,60,0,3,17
"837",838,1,2,51,1,NA,NA,7,0,30,70,30,1,12
"838",839,1,2,48,0,2,0,NA,0,30,70,40,1,NA
"839",840,1,1,43,0,NA,NA,0,0,0,NA,NA,3,18
"840",841,1,2,71,1,7,0,NA,0,30,70,0,3,8
"841",842,1,2,64,NA,2,1,NA,0,40,85,30,3,NA
"842",843,1,2,31,0,NA,NA,0,0,0,85,15,1,13
"843",844,1,2,82,0,NA,NA,0,1,60,30,50,3,NA
"844",845,1,2,63,1,7,7,NA,1,100,15,100,2,14
"845",846,1,2,57,1,NA,NA,7,1,85,60,100,2,13
"846",847,1,2,52,1,7,0,NA,1,100,0,100,2,7
"847",848,1,2,29,0,NA,NA,5,0,0,85,0,1,9
"848",849,1,2,20,0,0,0,NA,0,15,70,50,1,14
"849",850,1,2,49,0,NA,NA,0,0,50,70,0,1,10
"850",851,1,2,53,0,7,1,NA,0,60,50,55,3,11
"851",852,1,2,60,1,NA,NA,7,0,0,70,60,3,NA
"852",853,1,2,90,1,7,7,NA,NA,85,50,50,2,NA
"854",855,1,2,90,NA,NA,NA,0,1,50,15,75,1,NA
"855",856,1,2,72,1,7,2,NA,0,15,100,50,1,NA
"856",857,1,2,30,0,2,0,NA,1,50,85,60,3,14
"858",859,1,2,49,0,NA,NA,0,1,85,70,70,3,4
"859",860,1,2,31,0,NA,NA,0,NA,50,50,50,5,17
"862",863,1,2,40,0,2,5,NA,0,60,30,60,3,NA
"863",864,1,2,45,1,2,7,NA,1,75,15,75,4,NA
"864",865,1,2,53,1,NA,NA,5,1,85,15,85,2,NA
"865",866,1,2,56,1,4,3,NA,1,70,60,70,2,17
"866",867,1,2,43,1,7,3,NA,0,15,60,30,3,22
"867",868,1,2,54,1,5,1,NA,0,40,15,40,3,17
"868",869,1,2,47,1,NA,NA,7,1,70,40,60,2,22
"869",870,1,2,82,1,5,7,NA,0,30,60,30,1,15
"870",871,1,2,62,1,NA,NA,5,0,85,30,85,2,NA
"871",872,1,2,58,1,NA,NA,7,0,50,85,60,5,NA
"872",873,1,1,32,1,5,2,NA,0,40,100,40,3,18
"873",874,1,2,58,1,2,2,NA,1,85,100,85,1,13
"874",875,1,2,49,1,NA,NA,0,1,85,15,60,2,25
"875",876,1,2,72,1,7,7,NA,0,0,60,40,1,NA
"876",877,1,2,35,1,7,3,NA,1,85,0,85,2,19
"934",935,1,2,47,1,NA,NA,6,1,85,40,85,3,NA
"935",936,1,2,57,1,NA,NA,5,1,85,60,85,1,16
"936",937,1,2,29,1,NA,NA,7,0,70,30,70,2,15
"937",938,1,2,56,0,5,1,NA,0,70,60,60,1,NA
"938",939,1,2,45,1,NA,NA,4,1,75,15,70,2,24
"939",940,1,2,49,0,0,0,NA,0,40,50,50,1,7
"940",941,1,2,48,0,NA,NA,0,1,85,15,70,3,17
"941",942,1,2,31,1,NA,NA,2,1,50,25,25,3,23
"942",943,1,2,59,0,7,7,NA,0,70,100,100,1,NA
"943",944,1,2,30,1,0,2,NA,0,40,55,70,NA,17
"944",945,1,2,58,1,7,1,NA,0,0,60,50,1,NA
"945",946,1,2,40,1,2,3,NA,1,70,40,50,3,23
"946",947,1,2,50,0,NA,NA,1,0,50,50,30,1,7
"947",948,1,2,37,0,1,0,NA,1,50,50,50,5,NA
"948",949,1,2,32,1,NA,NA,3,1,85,0,60,2,19
"949",950,1,2,78,1,NA,NA,7,1,85,0,85,2,12
"950",951,1,2,37,0,0,0,NA,0,60,50,50,3,7
"951",952,1,2,28,1,NA,NA,3,1,50,60,50,3,NA
"952",953,1,2,23,1,1,0,NA,0,60,30,50,2,NA
"953",954,1,2,60,1,NA,NA,0,0,30,30,40,2,21
"954",955,1,2,81,1,NA,NA,0,0,55,15,70,1,NA
"955",956,1,2,64,1,4,1,NA,0,15,50,40,1,NA
"956",957,1,2,52,1,4,1,NA,1,85,0,85,2,19
"957",958,1,2,56,0,NA,NA,0,1,85,0,70,2,NA
"958",959,1,2,59,1,7,0,NA,0,60,40,70,1,7
"959",960,1,2,66,0,NA,NA,0,0,60,70,60,3,1
"960",961,1,2,33,1,NA,NA,2,1,60,50,60,3,18
"961",962,1,2,37,1,1,0,NA,0,60,70,60,3,18
"963",964,1,2,42,1,NA,NA,7,0,0,60,40,3,17
"964",965,1,2,64,1,7,5,NA,0,30,100,30,1,11
"966",967,1,2,62,1,NA,NA,0,0,60,70,60,3,18
"968",969,1,2,52,1,6,2,NA,0,0,75,10,1,18
"969",970,1,2,84,1,NA,NA,3,0,50,50,50,1,9
"970",971,1,2,26,1,NA,NA,2,0,50,15,85,2,25
"971",972,1,2,61,1,NA,NA,0,0,30,15,70,3,NA
"972",973,1,2,30,1,0,7,NA,0,50,50,60,2,NA
"973",974,1,2,41,1,NA,NA,7,0,70,0,100,2,18
"974",975,1,2,63,1,7,0,NA,0,0,80,50,1,15
"975",976,1,2,60,0,NA,NA,5,0,0,70,40,3,NA
"976",977,1,2,39,1,6,0,NA,0,0,70,50,3,19
"977",978,1,2,58,1,NA,NA,1,0,0,100,30,1,22
"978",979,1,2,58,1,NA,NA,7,0,15,70,60,1,24
"979",980,1,2,46,1,NA,NA,7,0,15,85,60,1,NA
"980",981,1,2,45,1,3,1,NA,1,70,30,85,2,25
"981",982,1,2,62,1,NA,NA,7,0,60,40,85,3,23
"984",985,1,2,58,1,7,7,NA,0,30,85,40,1,NA
"985",986,1,2,31,1,0,0,NA,1,70,15,85,2,23
"986",987,1,2,70,1,3,5,NA,0,30,30,60,2,21
"987",988,1,2,37,0,NA,NA,4,1,40,60,50,3,NA
"988",989,1,2,58,1,3,6,NA,0,30,60,0,2,18
"989",990,1,2,66,1,NA,NA,0,1,85,15,85,2,24
"990",991,1,2,49,0,NA,NA,2,1,50,50,50,5,17
"991",992,1,2,57,0,0,7,NA,1,60,50,50,3,NA
"992",993,1,2,62,1,NA,NA,0,0,15,50,50,5,14
"993",994,1,2,51,1,NA,NA,0,0,0,100,0,3,NA
"994",995,1,2,34,0,2,0,NA,0,40,60,40,1,17
"995",996,1,2,33,0,2,0,NA,0,0,60,0,1,22
"996",997,1,2,54,1,6,7,NA,1,70,40,80,2,NA
"997",998,1,2,47,1,0,1,NA,0,15,70,15,1,7
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1075,1,2,56,NA,0,0,NA,0,0,60,15,3,NA
"1075",1076,1,2,80,0,NA,NA,0,0,0,60,0,3,NA
"1076",1077,1,2,68,1,0,0,NA,0,0,100,0,1,NA
"1077",1078,1,2,20,0,0,0,NA,0,50,50,50,3,17
"1079",1080,1,2,24,1,5,3,NA,0,15,100,30,3,NA
"1080",1081,1,2,23,0,NA,NA,3,0,30,85,40,3,21
"1081",1082,1,2,69,1,0,5,NA,0,60,0,85,1,NA
"1083",1084,1,2,31,1,NA,NA,0,0,0,85,15,1,11
"1084",1085,1,2,49,1,NA,NA,3,0,15,85,30,5,17
"1085",1086,1,2,48,0,NA,NA,2,0,0,30,30,1,17
"1086",1087,1,2,67,0,3,0,NA,0,50,60,85,5,13
"1087",1088,1,1,25,0,NA,NA,0,0,60,70,40,1,16
"1088",1089,1,2,86,1,NA,NA,0,0,0,85,30,1,14
"1089",1090,1,2,38,1,NA,NA,0,0,0,40,0,3,17
"1090",1091,1,2,38,1,1,0,NA,0,30,30,60,1,17
"1091",1092,1,2,28,1,0,0,NA,0,15,15,15,3,19
"1092",1093,1,2,26,0,1,0,NA,1,70,70,70,3,17
"1097",1098,1,2,50,1,0,2,NA,0,40,60,50,3,18
"1098",1099,1,2,26,1,0,0,NA,0,40,60,70,5,14
"1099",1100,1,2,35,1,3,0,NA,0,15,70,40,3,14
"1100",1101,1,2,47,1,3,0,NA,0,50,70,70,1,NA
"1101",1102,1,2,34,1,0,0,NA,0,0,100,0,1,NA
"1103",1104,1,2,45,1,1,2,NA,1,70,70,85,3,NA
"1105",1106,1,2,33,1,NA,NA,7,0,0,70,15,1,NA
"1106",1107,1,2,50,1,0,0,NA,0,0,60,0,3,12
"1107",1108,1,2,27,1,NA,NA,0,0,15,85,0,1,22
"1108",1109,1,2,39,1,7,5,NA,1,100,0,85,3,15
"1109",1110,1,2,63,1,NA,NA,0,0,60,60,70,3,20
"1110",1111,1,2,36,1,NA,NA,3,0,15,70,40,3,NA
"1111",1112,1,2,51,1,NA,NA,2,1,60,60,60,3,NA
"1112",1113,1,2,80,1,5,4,NA,0,15,60,70,3,NA
"1113",1114,1,2,74,1,7,7,NA,0,15,60,60,3,17
"1115",1116,1,2,44,1,7,3,NA,0,30,100,40,3,NA
"1116",1117,1,2,30,1,2,0,NA,1,65,49,70,2,25
"1117",1118,1,2,90,1,NA,NA,0,0,60,30,60,2,NA
"1118",1119,1,2,58,1,7,4,NA,1,60,40,70,3,25
"1119",1120,1,2,48,1,NA,NA,7,1,100,15,100,2,NA
"1120",1121,1,2,63,1,7,7,NA,0,0,100,15,1,23
"1121",1122,1,2,90,1,0,6,NA,0,75,50,75,1,NA
"1122",1123,1,2,31,1,0,2,NA,0,60,30,85,2,19
"1123",1124,1,2,90,1,NA,NA,0,1,70,0,85,2,15
"1124",1125,1,2,54,1,0,0,NA,1,100,0,100,2,NA
"1125",1126,1,2,36,1,NA,NA,7,1,70,15,85,2,24
"1126",1127,1,2,35,1,NA,NA,7,0,60,15,60,2,25
"1127",1128,1,2,20,0,NA,NA,1,1,100,15,70,2,2
"1128",1129,1,2,54,1,0,0,NA,0,30,0,50,2,NA
"1129",1130,1,2,29,0,NA,NA,0,0,0,70,40,1,25
"1130",1131,1,2,82,1,7,3,NA,0,60,70,85,1,NA
"1131",1132,1,2,58,1,NA,NA,7,0,60,30,70,3,18
"1153",1154,1,2,88,1,NA,NA,0,0,85,85,85,1,NA
"1165",1166,1,2,49,1,1,0,NA,1,85,30,70,3,19
"1166",1167,1,2,45,1,NA,NA,5,1,70,0,85,2,20
"1167",1168,1,2,55,1,NA,NA,0,1,70,40,70,2,17
"1168",1169,1,2,62,0,0,5,NA,0,70,15,85,2,22
"1169",1170,1,2,18,0,0,0,NA,1,70,NA,NA,5,NA
"1170",1171,1,2,80,0,0,0,NA,1,75,50,50,5,NA
"1171",1172,1,2,24,1,NA,NA,1,0,60,70,70,1,13
"1172",1173,1,2,66,1,5,1,NA,1,100,50,NA,3,NA
"1173",1174,1,2,56,1,NA,NA,4,1,100,15,100,3,25
"1175",1176,1,2,88,1,0,7,NA,1,70,60,70,1,NA
"1176",1177,1,2,60,1,6,2,NA,0,15,85,30,3,NA
"1178",1179,1,2,29,1,NA,NA,7,0,0,85,30,1,14
"1179",1180,1,2,66,0,5,0,NA,1,50,NA,85,2,6
"1181",1182,1,2,52,0,6,1,NA,1,85,70,100,5,5
"1184",1185,1,2,42,1,0,1,NA,0,30,0,85,1,19
"1186",1187,1,2,69,1,7,7,NA,0,15,40,60,1,NA
"1187",1188,1,2,21,0,NA,NA,0,0,30,50,50,3,10
"1188",1189,1,2,64,1,1,1,NA,0,0,0,0,1,15
"1189",1190,1,2,48,1,7,7,NA,0,70,30,70,2,18
"1190",1191,1,2,46,1,NA,NA,7,0,15,100,30,1,18
"1191",1192,1,2,54,1,NA,NA,1,0,0,70,15,3,12
"1192",1193,1,2,28,1,NA,NA,5,0,40,15,70,3,NA
"1193",1194,1,2,22,1,3,0,NA,0,0,60,15,1,8
"1194",1195,1,2,49,1,7,1,NA,0,60,40,40,4,21
"1195",1196,1,2,66,0,NA,NA,7,0,15,85,0,1,12
"1196",1197,1,2,NA,1,7,6,NA,0,40,60,30,1,NA
"1205",1206,1,2,39,1,7,0,NA,0,85,70,85,2,18
"1208",1209,1,2,43,0,0,4,NA,0,40,70,15,1,18
"1211",1212,1,2,31,1,3,3,NA,0,0,100,15,1,12
"1213",1214,1,2,21,0,0,0,NA,0,30,95,30,3,18
"1217",1218,1,2,45,1,NA,NA,0,0,15,30,30,1,12
"1219",1220,1,2,63,0,NA,NA,0,NA,40,50,40,1,17
"1220",1221,1,2,48,0,NA,NA,6,NA,60,60,60,3,NA
"1221",1222,1,2,57,1,0,0,NA,0,40,60,40,3,NA
"1222",1223,1,2,45,0,0,0,NA,1,50,50,50,3,5
"1223",1224,1,2,59,0,NA,NA,0,0,85,100,85,NA,5
"1224",1225,1,2,54,0,7,0,NA,0,100,0,70,2,17
"1225",1226,1,2,30,1,NA,NA,3,0,0,85,0,1,NA
"1228",1229,1,2,78,1,NA,NA,0,0,30,85,85,3,NA
"1229",1230,1,2,NA,1,NA,NA,0,0,60,70,60,2,NA
"1230",1231,1,2,NA,1,NA,NA,0,1,85,60,85,2,NA
"1231",1232,1,2,NA,1,7,7,NA,NA,NA,NA,NA,3,NA
"1234",1235,1,1,80,1,0,7,NA,1,85,50,85,2,NA
"1238",1239,1,2,38,0,NA,NA,0,0,30,85,60,2,NA
"1239",1240,1,2,69,1,NA,NA,4,0,30,40,40,3,NA
"1240",1241,1,2,28,1,NA,NA,7,0,50,30,70,2,16
"1241",1242,1,2,24,1,2,2,NA,0,15,60,85,2,NA
"1242",1243,1,2,66,1,NA,NA,7,0,30,60,85,2,NA
"1243",1244,1,2,57,1,0,0,NA,1,70,60,60,2,21
"1244",1245,1,2,40,1,NA,NA,5,0,60,50,60,2,25
"1245",1246,1,2,56,1,0,1,NA,1,70,40,60,2,24
"1246",1247,1,2,26,1,NA,NA,0,1,85,15,85,2,15
"1247",1248,1,2,33,0,0,1,NA,0,40,40,50,3,25
"1249",1250,1,2,21,0,NA,NA,0,1,40,50,50,1,1
"1250",1251,1,2,35,0,NA,NA,6,0,60,70,85,5,NA
"1251",1252,1,2,43,0,0,0,NA,1,60,50,50,3,NA
"1252",1253,1,2,57,1,2,2,NA,0,30,15,30,5,22
"1253",1254,1,2,23,0,NA,NA,0,0,50,15,50,5,NA
"1254",1255,1,2,32,1,NA,NA,2,1,85,15,75,3,NA
"1255",1256,1,2,66,1,NA,NA,0,1,100,0,85,2,NA
"1256",1257,1,2,55,1,0,6,NA,1,70,0,70,5,NA
"1257",1258,1,2,37,0,0,6,NA,0,0,40,0,5,18
"1258",1259,1,2,51,1,7,5,NA,1,70,30,85,2,19
"1259",1260,1,2,83,1,NA,NA,0,0,60,85,30,1,NA
"1260",1261,1,2,29,1,7,6,NA,1,70,60,60,2,19
"1261",1262,1,2,49,1,7,7,NA,0,30,60,50,3,20
"1262",1263,1,2,49,1,3,7,NA,0,60,60,85,2,18
"1263",1264,1,2,83,1,NA,NA,7,NA,85,60,85,2,NA
"1264",1265,1,2,57,1,NA,NA,0,1,85,15,100,2,18
"1265",1266,1,2,52,1,5,6,NA,1,70,15,100,2,25
"1266",1267,1,2,57,0,1,7,NA,0,40,50,50,5,14
"1267",1268,1,2,23,1,NA,NA,3,NA,70,15,70,3,NA
"1268",1269,1,2,70,1,NA,NA,1,1,80,15,85,2,13
"1269",1270,1,2,31,0,NA,NA,3,0,30,50,50,3,20
"1270",1271,1,2,28,1,NA,NA,1,0,0,50,15,3,NA
"1271",1272,1,2,58,1,NA,NA,0,NA,40,60,60,3,19
"1272",1273,1,2,36,NA,0,7,NA,1,70,50,40,2,NA
"1273",1274,1,2,55,0,0,7,NA,1,60,50,60,2,9
"1274",1275,1,2,61,1,2,7,NA,1,70,40,85,2,NA
"1275",1276,1,2,83,1,7,6,NA,0,0,50,50,3,11
"1276",1277,1,2,22,1,0,4,NA,NA,60,60,60,2,7
"1277",1278,1,2,46,1,0,7,NA,0,60,70,70,2,25
"1278",1279,1,2,77,1,NA,NA,0,1,70,40,85,2,NA
"1280",1281,1,2,26,1,NA,NA,7,1,60,0,70,2,NA
"1281",1282,1,2,51,1,7,2,NA,1,85,0,85,2,21
"1282",1283,1,2,38,0,NA,NA,0,1,50,0,50,5,NA
"1283",1284,1,2,70,1,7,6,NA,0,30,70,60,3,15
"1284",1285,1,2,21,0,NA,NA,7,0,15,100,40,1,NA
"1285",1286,1,2,29,0,NA,NA,7,1,100,15,70,2,20
"1286",1287,1,2,47,1,NA,NA,0,0,15,100,30,3,25
"1287",1288,1,2,32,1,NA,NA,6,0,0,70,15,4,NA
"1288",1289,1,2,32,0,1,0,NA,1,60,40,85,2,24
"1289",1290,1,2,43,1,NA,NA,0,0,40,50,85,3,25
"1290",1291,1,1,57,1,NA,NA,0,1,85,30,85,2,19
"1291",1292,1,2,32,0,NA,NA,4,0,0,85,15,2,NA
"1292",1293,1,2,27,0,NA,NA,0,0,15,85,50,1,19
"1293",1294,1,1,36,0,7,3,NA,0,40,80,78,3,23
"1294",1295,1,2,49,1,7,0,NA,1,70,40,85,2,23
"1295",1296,1,1,43,1,NA,NA,4,0,0,70,40,1,23
"1296",1297,1,2,56,1,NA,NA,0,0,40,40,40,3,23
"1298",1299,1,2,51,1,7,0,NA,1,60,0,70,2,25
"1299",1300,1,2,45,1,7,1,NA,0,40,100,40,1,NA
"1300",1301,1,2,47,0,1,2,NA,0,40,60,50,1,19
"1302",1303,1,2,60,1,4,1,NA,0,60,30,85,3,25
"1303",1304,1,2,57,NA,NA,NA,0,0,60,40,70,2,NA
"1304",1305,1,2,71,1,NA,NA,0,1,100,40,100,2,24
"1305",1306,1,2,63,0,NA,NA,7,0,50,60,60,3,NA
"1306",1307,1,2,55,1,NA,NA,7,0,60,50,70,2,13
"1307",1308,1,2,25,1,3,0,NA,0,0,75,50,3,12
"1308",1309,1,2,53,1,NA,NA,0,1,60,70,40,1,NA
"1310",1311,1,2,48,1,NA,NA,7,0,85,60,85,2,NA
"1311",1312,1,2,72,1,7,6,NA,0,60,50,60,1,NA
"1318",1319,1,1,30,1,2,3,NA,0,60,85,60,1,15
"1319",1320,1,1,27,0,NA,NA,5,0,0,100,0,1,18
"1320",1321,1,2,59,1,7,0,NA,0,15,85,15,1,NA
"1321",1322,1,1,43,1,NA,NA,0,1,100,40,70,2,NA
"1322",1323,1,1,18,0,3,0,NA,0,30,100,15,1,3
"1323",1324,1,1,18,0,NA,NA,0,0,50,70,30,3,NA
"1324",1325,1,2,49,1,NA,NA,0,1,70,0,85,2,NA
"1325",1326,1,1,20,0,4,2,NA,0,0,0,60,3,7
"1326",1327,1,2,22,0,NA,NA,0,0,70,70,85,5,NA
"1330",1331,1,1,78,1,3,6,NA,0,15,40,70,1,19
"1331",1332,1,1,26,0,NA,NA,0,0,50,100,50,1,NA
"1332",1333,1,1,36,0,1,3,NA,0,40,50,50,5,14
"1333",1334,1,1,87,1,NA,NA,0,0,50,85,30,1,NA
"1335",1336,1,1,60,1,NA,NA,0,0,60,60,NA,1,13
"1337",1338,1,1,33,0,5,0,NA,0,15,NA,NA,3,14
"1339",1340,1,2,60,1,3,0,NA,0,15,85,15,3,NA
"1340",1341,1,2,28,1,7,7,NA,1,70,30,60,2,19
"1341",1342,1,NA,76,0,NA,NA,0,1,50,50,100,1,17
"1343",1344,1,1,57,1,NA,NA,0,0,15,100,0,1,12
"1345",1346,1,2,33,0,0,1,NA,0,30,0,50,3,NA
"1346",1347,1,2,77,1,NA,NA,0,0,30,0,70,2,17
"1349",1350,1,1,74,1,NA,NA,0,0,0,50,0,1,4
"1353",1354,1,1,38,1,2,5,NA,0,40,100,50,1,15
"1355",1356,1,2,58,0,5,6,NA,NA,50,50,50,5,20
"1356",1357,1,1,56,1,NA,NA,0,0,60,70,85,3,12
"1357",1358,1,1,27,1,NA,NA,7,0,0,85,40,3,20
"1358",1359,1,2,69,1,NA,NA,7,0,0,0,40,2,11
"1359",1360,1,2,78,1,2,7,NA,0,0,0,0,3,NA
"1361",1362,1,1,44,1,NA,NA,0,0,0,100,60,1,25
"1362",1363,1,1,58,1,NA,NA,0,NA,60,70,40,1,17
